Date,Open,High,Low,Close ,Adj Close ,Volume
23-Nov-25,"84,648.61","88,038.47","84,641.77","86,805.01","86,805.01","58,083,435,576"
22-Nov-25,"85,098.56","85,503.01","83,490.90","84,648.36","84,648.36","40,793,099,246"
21-Nov-25,"86,528.77","87,380.80","80,659.81","85,090.69","85,090.69","129,157,506,112"
20-Nov-25,"91,459.35","93,025.07","86,040.80","86,631.90","86,631.90","97,970,645,638"
19-Nov-25,"92,946.16","92,946.16","88,526.83","91,465.99","91,465.99","80,350,354,656"
18-Nov-25,"92,094.53","93,745.08","89,300.46","92,948.88","92,948.88","101,333,569,062"
17-Nov-25,"94,180.88","95,928.37","91,214.76","92,093.88","92,093.88","94,186,165,724"
16-Nov-25,"95,556.87","96,564.19","92,971.16","94,177.08","94,177.08","71,086,235,862"
15-Nov-25,"94,420.47","96,728.47","94,420.47","95,549.15","95,549.15","38,500,716,654"
14-Nov-25,"99,694.70","99,804.43","94,000.73","94,397.79","94,397.79","114,346,441,890"
13-Nov-25,"101,674.15","104,005.49","97,988.72","99,697.49","99,697.49","101,546,815,416"
12-Nov-25,"103,011.44","105,297.23","100,836.62","101,663.19","101,663.19","64,347,179,408"
11-Nov-25,"105,996.86","107,428.26","102,457.33","102,997.47","102,997.47","71,130,078,574"
10-Nov-25,"104,723.77","106,564.70","104,350.65","105,996.59","105,996.59","69,585,887,229"
09-Nov-25,"102,278.98","105,418.37","101,468.88","104,719.64","104,719.64","59,679,243,013"
08-Nov-25,"103,371.70","103,373.56","101,458.04","102,282.12","102,282.12","51,446,691,095"
07-Nov-25,"101,286.24","104,052.91","99,257.05","103,372.41","103,372.41","92,168,030,081"
06-Nov-25,"103,893.66","104,147.30","100,336.87","101,301.29","101,301.29","63,932,752,861"
05-Nov-25,"101,579.23","104,534.70","98,989.91","103,891.84","103,891.84","77,584,934,804"
04-Nov-25,"106,541.42","107,264.88","98,962.06","101,590.52","101,590.52","110,967,184,773"
03-Nov-25,"110,646.91","110,764.91","105,336.36","106,547.52","106,547.52","72,852,006,359"
02-Nov-25,"110,064.43","111,167.31","109,523.45","110,639.63","110,639.63","34,284,209,459"
01-Nov-25,"109,558.63","110,574.90","109,372.95","110,064.02","110,064.02","25,871,668,762"
31-Oct-25,"108,304.41","111,031.82","108,288.27","109,556.16","109,556.16","60,090,359,560"
30-Oct-25,"110,059.20","111,612.35","106,376.69","108,305.55","108,305.55","69,673,964,814"
29-Oct-25,"112,921.33","113,642.73","109,368.72","110,055.30","110,055.30","62,192,043,469"
28-Oct-25,"114,129.09","116,078.98","112,291.68","112,956.16","112,956.16","64,528,066,504"
27-Oct-25,"114,479.85","116,273.31","113,882.29","114,119.33","114,119.33","61,761,358,733"
26-Oct-25,"111,639.05","115,260.91","111,268.48","114,472.45","114,472.45","41,708,524,143"
25-Oct-25,"111,032.62","111,947.70","110,704.41","111,641.73","111,641.73","24,707,667,305"
24-Oct-25,"110,069.35","111,842.53","109,770.15","111,033.92","111,033.92","48,160,816,980"
23-Oct-25,"107,679.44","111,288.59","107,548.43","110,069.73","110,069.73","54,944,076,060"
22-Oct-25,"108,491.53","109,115.13","106,778.00","107,688.59","107,688.59","80,807,013,218"
21-Oct-25,"110,587.63","113,996.34","107,534.75","108,476.89","108,476.89","101,194,375,480"
20-Oct-25,"108,667.45","111,711.03","107,485.02","110,588.93","110,588.93","63,507,793,085"
19-Oct-25,"107,204.31","109,488.99","106,157.79","108,666.71","108,666.71","47,657,008,953"
18-Oct-25,"106,483.73","107,490.98","106,387.45","107,198.27","107,198.27","37,779,905,278"
17-Oct-25,"108,179.13","109,235.80","103,598.43","106,467.79","106,467.79","99,703,051,669"
16-Oct-25,"110,782.17","111,990.81","107,537.03","108,186.04","108,186.04","87,306,423,067"
15-Oct-25,"113,113.97","113,622.38","110,235.84","110,783.16","110,783.16","72,574,132,855"
14-Oct-25,"115,264.88","115,502.88","110,029.48","113,118.66","113,118.66","92,212,917,403"
13-Oct-25,"115,161.68","116,020.48","113,821.19","115,271.08","115,271.08","71,582,026,739"
12-Oct-25,"110,811.52","115,805.06","109,715.54","115,169.77","115,169.77","93,710,414,091"
11-Oct-25,"113,236.43","113,429.73","109,760.56","110,807.88","110,807.88","110,236,934,340"
10-Oct-25,"121,704.74","122,509.66","104,582.41","113,214.37","113,214.37","153,125,018,868"
09-Oct-25,"123,337.07","123,739.34","119,812.03","121,705.59","121,705.59","74,653,009,425"
08-Oct-25,"121,448.35","124,167.09","121,119.18","123,354.87","123,354.87","65,354,305,286"
07-Oct-25,"124,752.14","125,184.02","120,681.97","121,451.38","121,451.38","76,149,412,513"
06-Oct-25,"123,510.45","126,198.07","123,196.05","124,752.53","124,752.53","72,568,881,188"
05-Oct-25,"122,419.67","125,559.21","122,191.96","123,513.48","123,513.48","73,689,317,763"
04-Oct-25,"122,267.47","122,857.64","121,577.57","122,425.43","122,425.43","36,769,171,735"
03-Oct-25,"120,656.98","123,944.70","119,344.31","122,266.53","122,266.53","83,941,392,228"
02-Oct-25,"118,652.38","121,086.41","118,383.16","120,681.26","120,681.26","71,415,163,912"
01-Oct-25,"114,057.59","118,648.93","113,981.40","118,648.93","118,648.93","71,328,680,132"
30-Sep-25,"114,396.52","114,836.62","112,740.56","114,056.09","114,056.09","58,986,330,258"
29-Sep-25,"112,117.88","114,473.57","111,589.95","114,400.38","114,400.38","60,000,147,466"
28-Sep-25,"109,681.95","112,375.48","109,236.95","112,122.64","112,122.64","33,371,048,505"
27-Sep-25,"109,707.14","109,778.50","109,144.30","109,681.95","109,681.95","26,308,042,910"
26-Sep-25,"109,041.30","110,359.20","108,728.98","109,712.83","109,712.83","57,738,288,949"
25-Sep-25,"113,330.16","113,541.09","108,713.40","109,049.29","109,049.29","75,528,654,284"
24-Sep-25,"112,007.66","113,986.27","111,229.64","113,328.63","113,328.63","48,044,595,085"
23-Sep-25,"112,757.48","113,351.91","111,535.57","112,014.50","112,014.50","47,211,853,279"
